PartnerId;CustomerId;CustomerName;CustomerDomainName;CustomerCountry;InvoiceNumber;MpnId;OrderId;OrderDate;ProductId;SkuId;AvailabilityId;SkuName;ProductName;ChargeType;UnitPrice;Quantity;Subtotal;TaxTotal;Total;Currency;PriceAdjustmentDescription;PublisherName;PublisherId;SubscriptionDescription;SubscriptionId;ChargeStartDate;ChargeEndDate;TermAndBillingCycle;EffectiveUnitPrice;UnitType;AlternateId;BillableQuantity;BillingFrequency;PricingCurrency;PCToBCExchangeRate;PCToBCExchangeRateDate;MeterDescription;ReservationOrderId;CreditReasonCode;SubscriptionStartDate;SubscriptionEndDate;ReferenceId;ProductQualifiers;PromotionId
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;2291afd2-1191-4bcb-9906-c1406010941b;Le TEC;letec.be;BE;G028190539;3814564;7aIZgvvCltMhAm4lK1HKS4rliF3wrNX51;09/04/2023;DZH318Z0BNZJ;98;DZH318XZWT8X;Blob Storage - Hot RA-GRS - EU North;Blob Storage;new;0.046;1;0.2;0.04;0.24;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;Azure plan;5a11e6c2-6207-00aa-b5e9-b558bdf52b55;08/01/2023;08/31/2023;Data Stored (GB/Month);0.0391;1 GB/Month;beecb3eb8035;5.626974;;USD;0.9097939317;08/31/2023;Tiered Block Blob - Hot RA-GRS - Data Stored (GB/Month) - EU North;ab8929bbc3a19c3d870f415ef819fce8b6ed56689c32c4c606c863455e28c727;;;;cf5fa75a-2286-456e-ba95-54c62b3aa66a;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;2291afd2-1191-4bcb-9906-c1406010941b;Le TEC;letec.be;BE;G028190539;3814564;-6tQL3m45WUd9Lb1phBdSpCsfMyi4fVN1;09/04/2023;DZH318Z0BNZJ;96;DZH318XZVK4W;Blob Storage - Cool LRS - EU West;Blob Storage;new;0.01;1;0.0;0.0;0.0;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;Azure plan;5a11e6c2-6207-00aa-b5e9-b558bdf52b55;08/01/2023;08/31/2023;10K Read Operations;0.0085;10K;c8cc4681012d;0.0001;;USD;0.9097939317;08/31/2023;Tiered Block Blob - Cool - 10K Read Operations - EU West;999fdca2dec29acbe0ad3ff8c98ef3cb4c1ab5f5bcb1687522e63a6b50889e2e;;;;6b0f4fb5-871a-4761-ab59-31c888faf18e;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;4b2e8189-3e18-4366-8fed-dd43943ff501;BD Belux LabX;labx.bdbelux.be;BE;G028190539;3814564;Vg8LcheipyHwn9bN3l0pQb441aTLybm-1;09/03/2023;DZH318Z0CGNC;18;DZH318Z09PTX;Azure Synapse Analytics Serverless Apache Spark Pool - Memory Optimized - vCore - EU North;Azure Synapse Analytics Serverless Apache Spark Pool - Memory Optimized;new;0.1449;1;0.0;0.0;0.0;EUR;"[""15% Partner earned credit for services managed"",""100% Tier 1 Discount""]";Microsoft;;Azure plan;d24d4861-a282-924e-d25e-4ffc384dfaa1;08/01/2023;08/31/2023;1 vCore Hour;0.0;1 Hour;9321947920f4;75.6003;;USD;0.9097939317;08/31/2023;Azure Synapse Analytics Serverless Apache Spark Pool - Memory Optimized - vCore Hours - EU North;3224f97f27d8a9aa9c3724121c32d8ff1e239a2c37485d88987b8b26a1d5b92b;;;;5d1fce2f-d8bc-43ed-9c5c-8e23d062859e;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;2291afd2-1191-4bcb-9906-c1406010941b;Le TEC;letec.be;BE;G028190539;3814564;-6tQL3m45WUd9Lb1phBdSpCsfMyi4fVN1;09/04/2023;DZH318Z0BQLB;016T;DZH318Z0777N;Azure Monitor - Emails;Azure Monitor;new;0.00002;1;0.0;0.0;0.0;EUR;"[""15.0% Partner earned credit for services managed"",""100.0% Tier 1 Discount""]";Microsoft;;Azure plan;5a11e6c2-6207-00aa-b5e9-b558bdf52b55;08/01/2023;08/31/2023;1 Email;0.0;1;c8cc4681012d;426.0;;USD;0.9097939317;08/31/2023;Azure Monitor - Emails 1;99b1c487399b8522fa2d4f8813c417e415df138cb607551a18c51fe4d82b6357;;;;6b0f4fb5-871a-4761-ab59-31c888faf18e;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;a879f9ab-26b1-42af-a98c-51eed899eb05;Insurope SC/CV;insurope.com;BE;G028190539;3814564;ik1S4VynvuiIcmbO_E1jTqsiEqhSYbpB1;09/04/2023;DZH318Z0BQPM;15;DZH318Z0K9ZQ;Azure Data Factory v2 - Self Hosted;Azure Data Factory v2;new;0.1;1;8.16;1.71;9.87;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;INSUROPE - CSP - BD;5b970a0c-54c7-4b67-d68a-9767490b911e;08/01/2023;08/31/2023;1 Data Movement Hour;0.085;1 Hour;562c363186b0;105.5833333333;;USD;0.9097939317;08/31/2023;Azure Data Factory v2 - Self Hosted - Data Movement Hours;491fe8812af2fc40e98a9aa67fd7185c81e57b182b36e8223372ca7e412ffe55;;;;03ca6e67-b54b-4e89-a7d1-57dd1b65c4c8;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;2291afd2-1191-4bcb-9906-c1406010941b;Le TEC;letec.be;BE;G028190539;3814564;p5OrHKytD15T6o0A5_ZRTJd6-oPiRbww1;09/04/2023;DZH318Z0BQV1;001N;DZH318Z09NLJ;Process Automation - Basic;Process Automation;new;0.002;1;0.0;0.0;0.0;EUR;"[""15.0% Partner earned credit for services managed"",""100.0% Tier 1 Discount""]";Microsoft;;Azure plan;5a11e6c2-6207-00aa-b5e9-b558bdf52b55;08/01/2023;08/31/2023;1 Runtime Minute;0.0;1 Minute;32821235ac4e;499.9999999999;;USD;0.9097939317;08/31/2023;Process Automation - Basic - Runtime Minutes;181eaca449285279ccaf4ce40db5b509e192952b8ff274c6ae88793f9f9bd57c;;;;b9608c76-a446-49b0-8eee-e62361310e13;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;a879f9ab-26b1-42af-a98c-51eed899eb05;Insurope SC/CV;insurope.com;BE;G028190539;3814564;9mh0rLpSos1cPLPvWVKHR6hOpdo4sf4A1;09/04/2023;DZH318Z0BPH7;00BZ;DZH318Z0485L;General Block Blob v2 - Cool LRS - EU West;General Block Blob v2;new;0.01;1;0.0;0.0;0.0;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;INSUROPE - CSP - BD;5b970a0c-54c7-4b67-d68a-9767490b911e;08/01/2023;08/31/2023;Early Delete (GB);0.0085;1 GB;39650f925987;0.001132;;USD;0.9097939317;08/31/2023;General Block Blob v2 - Cool LRS - Early Delete (GB) - EU West;ec62b7cd3cbe6237d08bf4ca8a520b8af971f300ca859b5291c4b662053c8098;;;;b8f6ac65-c659-4500-8099-1556434fe7dc;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;623acfca-be21-4b12-a5a2-46ae1feda404;B&D SIDIS Suite;BDSIDIS.onmicrosoft.com;BE;G028190539;3814564;uzhvLnyc2yMn7WCwJ9THTa-VG8irXxcI1;09/05/2023;DZH318Z0BNVX;005J;DZH318Z0K9PK;Rtn Preference: MGN;Rtn Preference: MGN;new;0.087;1;0.0;0.0;0.0;EUR;"[""15.0% Partner earned credit for services managed"",""100.0% Tier 1 Discount""]";Microsoft;;Azure plan;d365a709-bdfb-2aed-629f-143f9c7a4757;08/01/2023;08/31/2023;Data Transfer Out (GB);0.0;1 GB;71bed471f0fd;5.9026465173;;USD;0.9097939317;08/31/2023;Rtn Preference: MGN - Standard GB Data Transfer Out - Zone 1;f07a7ccffba5284032941be8866ef3175b2953dc66c37521e44c3c271c7248ee;;;;74b0ca6c-6636-4869-8b5f-e6459642eb46;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;623acfca-be21-4b12-a5a2-46ae1feda404;B&D SIDIS Suite;BDSIDIS.onmicrosoft.com;BE;G028190539;3814564;A0I9ewa7jj17nMUWBOU6SIgvjYwuIMpf1;09/05/2023;DZH318Z0BP0W;00HS;DZH318Z0H04R;Premium Page Blob - P10 - EU North;Premium Page Blob;new;19.71;1;95.21;19.99;115.20;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;Azure plan;d365a709-bdfb-2aed-629f-143f9c7a4757;08/01/2023;08/31/2023;1 Disk/Month;16.7535;1/Month;bde3be3785ab;6.24733;;USD;0.9097939317;08/31/2023;Premium Page Blob - P10 LRS - Disk/Month - EU North;71031159f62e151bd062932d04dbeb142d19916d0789f601c0223f65cba2e016;;;;401f1de0-2d95-4351-959a-5dd7d02090a7;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;2291afd2-1191-4bcb-9906-c1406010941b;Le TEC;letec.be;BE;G028190539;3814564;TxAR5J4V133M6NYItxeeQLkKQ-gnjMD71;09/04/2023;DZH318Z0BNVX;005J;DZH318Z0K9QJ;Rtn Preference: MGN;Rtn Preference: MGN;new;0.0;1;0.0;0.0;0.0;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;Azure plan;5a11e6c2-6207-00aa-b5e9-b558bdf52b55;08/01/2023;08/31/2023;Data Transfer In (GB);0.0;1 GB;04839bfcb80d;12.7673384095;;USD;0.9097939317;08/31/2023;Rtn Preference: MGN - Standard GB Data Transfer In - Zone 1;bc40c06c8c1d2ae228d63fe260acbca4dcc9524c79f12a795083080a6ce39a5e;;;;9e7ff6e2-c0d8-4c8c-8c40-a503ca661b86;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;623acfca-be21-4b12-a5a2-46ae1feda404;B&D SIDIS Suite;BDSIDIS.onmicrosoft.com;BE;G028190539;3814564;gG9O461sETCQNIN6ic6MRLZZGjlmokDU1;09/05/2023;DZH318Z0BNVX;005J;DZH318Z0K9QJ;Rtn Preference: MGN;Rtn Preference: MGN;new;0.0;1;0.0;0.0;0.0;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;Azure plan;d365a709-bdfb-2aed-629f-143f9c7a4757;08/01/2023;08/31/2023;Data Transfer In (GB);0.0;1 GB;38a9c9beb834;1.7676256466;;USD;0.9097939317;08/31/2023;Rtn Preference: MGN - Standard GB Data Transfer In - Zone 1;1e339c659b218eb6117538a3d278c54c8c6562113d0dfb2c1792494dc090909e;;;;01a6065a-1fa3-45f4-96c7-5ee5ae8aecb1;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;2291afd2-1191-4bcb-9906-c1406010941b;Le TEC;letec.be;BE;G028190539;3814564;RLpDo7XZ7HtiNqPuXCE-QJUpWdAea29b1;09/04/2023;DZH318Z0BJRM;00CZ;DZH318XZ8MM7;Azure Data Lake Storage Gen2 Hierarchical Namespace - Hot RA-GRS - EU North;Azure Data Lake Storage Gen2 Hierarchical Namespace;new;0.0658;1;0.04;0.01;0.05;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;Azure plan;5a11e6c2-6207-00aa-b5e9-b558bdf52b55;08/01/2023;08/31/2023;Index (GB/Month);0.05593;1 GB/Month;96ad14e0fd7f;1.010899;;USD;0.9097939317;08/31/2023;Azure Data Lake Storage Gen2 Hierarchical Namespace - Hot RA-GRS - Index (GB/Month) - EU North;063fb28942b16dff8131080b111350b0b5f10c546349494b8862a1facb82a155;;;;30d4eeed-9531-42d1-a45d-3abb41eb2429;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;623acfca-be21-4b12-a5a2-46ae1feda404;B&D SIDIS Suite;BDSIDIS.onmicrosoft.com;BE;G028190539;3814564;A0I9ewa7jj17nMUWBOU6SIgvjYwuIMpf1;09/05/2023;DZH318Z0BP05;31;DZH318Z0GGK7;Backup - Azure VM - EU North;Backup;new;10.0;1;23.19;4.87;28.06;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;Azure plan;d365a709-bdfb-2aed-629f-143f9c7a4757;08/01/2023;08/31/2023;1 Protected Instance/Month;8.5;1/Month;bde3be3785ab;2.9999999999;;USD;0.9097939317;08/31/2023;Backup - Azure VM - Protected Instances/Month - EU North;34449ab7fd0a889207f2e9b4d468b6cc1535e21c4dd20ff299f2e5bc569e4a92;;;;401f1de0-2d95-4351-959a-5dd7d02090a7;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;a879f9ab-26b1-42af-a98c-51eed899eb05;Insurope SC/CV;insurope.com;BE;G028190539;3814564;rwOos_PUqmPVpj2mV_h-QJ1Yp3VtD4hR1;09/04/2023;DZH318Z0BPH7;02ML;DZH318Z045QN;General Block Blob v2 - Cold RA-GRS - EU West;General Block Blob v2;new;0.0101;1;0.0;0.0;0.0;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;INSUROPE - CSP - BD;5b970a0c-54c7-4b67-d68a-9767490b911e;08/01/2023;08/31/2023;Early Delete (GB);0.008585;1 GB;df002eee7332;0.003398;;USD;0.9097939317;08/31/2023;General Block Blob v2 - Cold RA-GRS - Early Delete (GB) - EU West;13aedf838528ec562ded5569b8e19739ae609cdd8b7575d259b6baf8d14a2800;;;;970fa3a2-da80-4ff9-8644-c32edf8e52d7;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;2291afd2-1191-4bcb-9906-c1406010941b;Le TEC;letec.be;BE;G028190539;3814564;#NOM?;09/04/2023;DZH318Z0BP0B;004N;DZH318Z0FQX4;Files - GRS;Files;new;0.1;1;0.0;0.0;0.0;EUR;"[""15.0% Partner earned credit for services managed""]";Microsoft;;Azure plan;5a11e6c2-6207-00aa-b5e9-b558bdf52b55;08/01/2023;08/31/2023;Data Stored (GB/Month);0.085;1 GB/Month;1c3bc429c4cb;0.042408;;USD;0.9097939317;08/31/2023;Files - GRS Data Stored (GB/Month);55e1d1c3dcb69d81de52da60b349ce312bd95117b27fb34ce203750695766d79;;;;1dabcaca-483b-4fdd-bbb2-ba1aeeef3255;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;4b2e8189-3e18-4366-8fed-dd43943ff501;BD Belux LabX;labx.bdbelux.be;BE;G028190539;3814564;Vg8LcheipyHwn9bN3l0pQb441aTLybm-1;09/03/2023;DZH318Z0C1K2;1;DZH318Z09853;Azure App Service Free Plan - Linux - F1;Azure App Service Free Plan - Linux;new;0.0;1;0.0;0.0;0.0;EUR;"[""15% Partner earned credit for services managed""]";Microsoft;;Azure plan;d24d4861-a282-924e-d25e-4ffc384dfaa1;08/01/2023;08/31/2023;1 App Service Hour;0.0;1 Hour;9321947920f4;9.99936;;USD;0.9097939317;08/31/2023;Azure App Service Free Plan - Linux - F1 Hours;4f3d65ab6817c05f7773929013739ceadd15a1975e0f0532b9c2c2b8197a03c9;;;;5d1fce2f-d8bc-43ed-9c5c-8e23d062859e;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;4b2e8189-3e18-4366-8fed-dd43943ff501;BD Belux LabX;labx.bdbelux.be;BE;G028190539;3814564;Vg8LcheipyHwn9bN3l0pQb441aTLybm-1;09/03/2023;DZH318Z0BQNH;76;DZH318Z0L6R5;Virtual Machines BS Series Windows - B2ms - EU West;Virtual Machines BS Series Windows;new;0.104;1;59.82;12.56;72.38;EUR;"[""15% Partner earned credit for services managed""]";Microsoft;;Azure plan;d24d4861-a282-924e-d25e-4ffc384dfaa1;08/01/2023;08/31/2023;1 Compute Hour;0.0884;1 Hour;9321947920f4;744.0;;USD;0.9097939317;08/31/2023;Virtual Machines BS Series Windows - B2ms Hours - EU West;cffb134f0be0ef861ecf0bad3bc25caabdecdd03d80be39edc7ce186bb6ca5e3;;;;5d1fce2f-d8bc-43ed-9c5c-8e23d062859e;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;4b2e8189-3e18-4366-8fed-dd43943ff501;BD Belux LabX;labx.bdbelux.be;BE;G028190539;3814564;wS5Uh7HiKHkqFp1yrmCDT6W7Rm_e7okd1;09/03/2023;DZH318Z0C120;000M;DZH318Z001W0;General Block Blob v2 Hierarchical Namespace - Hot LRS - EU North;General Block Blob v2 Hierarchical Namespace;new;0.005;1;0.01;0.0;0.01;EUR;"[""15% Partner earned credit for services managed""]";Microsoft;;Azure plan;d24d4861-a282-924e-d25e-4ffc384dfaa1;08/01/2023;08/31/2023;10K Other Operations;0.00425;10K;dd34645db67e;6.1846;;USD;0.9097939317;08/31/2023;General Block Blob v2 Hierarchical Namespace - Hot - 10K Other Operations - EU North;3ab3c5188fc01100a5aa5bd441737f5feeca89a5437dbf9248e10c4dae0c45c0;;;;809dfc99-499b-48aa-bdce-828a105e24e6;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;4b2e8189-3e18-4366-8fed-dd43943ff501;BD Belux LabX;labx.bdbelux.be;BE;G028190539;3814564;TLM9gT3cFBTKOjwn4sZpSbvDkIKC2Izb1;09/03/2023;DZH318Z08NHH;1;DZH318Z09HPX;Call Recording - Single Channel Mixed Audio;Call Recording;new;0.002;1;0.0;0.0;0.0;EUR;"[""15% Partner earned credit for services managed""]";Microsoft;;Azure plan;d24d4861-a282-924e-d25e-4ffc384dfaa1;08/01/2023;08/31/2023;1 Recording Minute;0.0017;1 Minute;e9d2b3d6f865;3.5003333333;;USD;0.9097939317;08/31/2023;Call Recording - Single Channel Mixed Audio Minutes;8acfe9790eccbd695e984428d766fd7a1e42cddde13062286fe1b3290c1c4a97;;;;046c7a45-5350-45fd-bb54-b9d691669c47;;
6e5433e0-76fc-44b7-b71b-0e5446a3fa94;4b2e8189-3e18-4366-8fed-dd43943ff501;BD Belux LabX;labx.bdbelux.be;BE;G028190539;3814564;TLM9gT3cFBTKOjwn4sZpSbvDkIKC2Izb1;09/03/2023;DZH318Z0BJRM;00CZ;DZH318XZ8MM7;Azure Data Lake Storage Gen2 Hierarchical Namespace - Hot RA-GRS - EU North;Azure Data Lake Storage Gen2 Hierarchical Namespace;new;0.0658;1;0.0;0.0;0.0;EUR;"[""15% Partner earned credit for services managed""]";Microsoft;;Azure plan;d24d4861-a282-924e-d25e-4ffc384dfaa1;08/01/2023;08/31/2023;Index (GB/Month);0.05593;1 GB/Month;e9d2b3d6f865;0.000004;;USD;0.9097939317;08/31/2023;Azure Data Lake Storage Gen2 Hierarchical Namespace - Hot RA-GRS - Index (GB/Month) - EU North;7614b8d4552aef2ae537c37be63485bdb02e8e36b7da1919c77265ee8212407c;;;;046c7a45-5350-45fd-bb54-b9d691669c47;;
